591,21.69,243.50
592,22.17,324.75
593,22.31,244.25
594,22.00,374.75
595,23.38,292.25
596,23.72,293.00
597,21.34,265.25
598,22.17,341.75
599,21.70,253.62
600,22.23,270.25
601,22.14,281.25
602,23.08,274.75
603,22.81,303.25
604,23.66,308.00
605,22.39,266.50
606,22.92,264.75
607,21.05,259.50
608,21.27,319.00
609,21.80,313.00
610,23.47,287.00
611,22.47,269.75
612,21.48,261.25
613,24.44,262.25
614,23.03,251.00
615,22.70,240.25
616,23.14,248.00
617,47.41,343.75
618,23.64,315.00
619,22.64,314.25
620,23.39,315.75
621,23.88,273.75
622,22.03,283.50
623,23.92,270.00
624,22.16,309.75
625,23.05,331.75
626,21.30,289.25
627,22.75,267.25
628,21.08,248.38
629,23.44,277.25
630,23.14,225.62
631,22.30,234.12
632,23.70,274.50
633,21.02,240.00
634,23.50,277.50
635,22.91,298.00
636,20.72,278.00
637,23.36,297.25
638,24.41,261.00
639,23.02,324.50
640,22.88,281.25
641,22.70,256.25
642,25.03,282.25
643,21.86,277.00
644,21.56,254.50
645,23.20,285.75
646,21.97,264.50
647,22.00,237.38
648,21.52,275.25
649,22.38,264.00
650,21.36,252.12
651,24.19,245.50
652,21.47,251.00
653,20.98,284.25
654,20.80,317.25
655,21.34,278.00
656,20.61,257.50
657,22.78,269.50
658,22.92,275.00
659,21.70,255.25
660,22.73,275.00
661,22.28,294.25
662,23.67,261.50
663,23.23,284.25
664,23.91,304.75
665,21.47,253.25
666,22.44,241.50
667,22.77,262.75
668,21.92,294.00
669,23.34,294.75
670,22.25,247.00
671,22.16,325.50
672,23.38,271.25
673,22.14,315.00
674,23.56,244.25
675,23.05,354.25
676,22.66,300.25
677,22.89,306.50
678,23.69,385.50
679,20.88,344.50
680,20.78,374.50
681,23.34,393.25
682,22.73,362.75
683,23.09,382.50
684,23.58,398.50
685,24.81,292.75
686,23.30,290.25
687,23.19,297.75
688,22.38,312.75
689,23.73,304.75
690,22.22,300.50
691,22.53,310.75
692,23.70,250.75
693,21.44,310.25
694,21.16,307.75
695,21.14,281.25
696,22.17,238.00
697,22.94,231.12
698,23.98,297.75
699,22.84,267.75
700,22.56,267.50
701,22.45,281.25
702,23.58,308.50
703,22.28,283.25
704,22.84,306.00
705,22.84,292.00
706,22.27,255.25
707,22.39,327.00
708,22.95,267.75
709,22.53,297.75
710,22.31,266.75
711,22.31,220.25
712,21.89,252.62
713,24.02,390.75
714,25.84,309.00
715,23.52,281.00
716,24.55,294.50
717,21.94,223.12
718,22.61,269.50
719,22.17,234.00
720,23.86,269.25
721,22.30,255.12
722,22.17,279.50
723,22.50,273.75
724,22.72,295.00
725,22.00,246.50
726,22.45,377.75
727,23.58,269.50
728,21.44,283.50
729,22.45,267.00
730,22.53,275.75
731,21.30,343.25
732,22.88,256.25
733,21.92,226.25
734,23.84,285.00
735,23.61,293.75
736,23.55,343.75
737,21.23,297.50
738,22.11,272.25
739,20.94,264.00
740,22.33,235.00
741,22.47,301.25
742,23.16,271.50
743,22.20,276.50
744,23.62,251.00
745,22.17,279.75
746,22.31,270.50
747,22.97,233.00
748,22.45,249.25
749,22.56,227.00
750,22.44,297.25
751,65.19,303.50
752,22.50,259.25
753,22.08,269.50
754,21.50,279.75
755,22.05,277.75
756,22.36,252.12
757,21.72,253.88
758,21.91,264.75
759,22.34,259.25
760,23.48,283.25
761,22.02,264.25
762,22.12,286.50
763,23.38,244.25
764,24.19,252.12
765,21.92,253.62
766,23.97,232.25
767,20.72,202.50
768,22.73,226.38
769,22.70,266.75
770,23.20,244.38
771,22.89,271.75
772,22.77,253.62
773,21.53,269.75
774,21.22,232.75
775,22.89,247.38
776,24.25,271.50
777,22.33,287.75
778,24.33,289.00
779,23.14,314.75
780,22.72,293.50
781,23.56,302.50
782,21.09,248.25
783,22.25,265.00
784,21.44,267.00
785,22.55,256.75
786,22.41,258.00
787,20.52,239.00
788,22.67,259.75
789,22.58,241.12
790,19.91,252.50
791,22.83,209.62
792,22.36,309.25
793,21.47,269.25
794,23.81,235.38
795,21.91,236.62
796,21.81,254.00
797,22.33,241.25
798,22.72,275.25
799,21.53,307.75
800,23.80,237.12
801,21.38,252.00
802,20.77,220.75
803,22.31,254.12
804,22.45,277.25
805,21.97,239.75
806,24.77,241.25
807,4480.00,213.25
808,34.72,221.00
809,31.66,219.88
810,31.67,208.25
811,29.25,218.00
812,28.73,214.12
813,27.17,213.50
814,26.19,207.38
815,25.27,220.50
816,25.14,213.62
817,25.44,206.88
818,26.38,224.88
819,24.41,224.00
820,24.72,217.50
821,24.52,209.38
822,23.28,219.12
823,23.44,224.25
824,24.03,223.25
825,23.72,222.75
826,23.75,212.75
827,23.17,223.00
828,23.50,225.50
829,23.61,224.12
830,22.89,227.75
831,23.11,238.00
832,23.92,220.75
833,22.73,218.88
834,23.70,224.75
835,22.05,233.50
836,23.50,235.25
837,23.22,234.38
838,21.48,219.88
839,21.91,236.75
840,23.23,256.00
841,22.97,239.25
842,24.64,229.50
